"Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Qué producto obtiene?","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/El producto ${producto_espacio} lo ocupa para:","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Cuánto obtiene de ${producto_espacio} al año?","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (Pesca)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (caza)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (recolección)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (compra/venta)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio}(cultiva)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio}(otro)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Cuánto de los productos obtenidos en los espacio de vida, consume la familia? (expresado en porcentaje)","_index","_parent_table_name","_parent_index","_submission__id","_submission__uuid","_submission__submission_time","_submission__validation_status"
"Xonacate","ambos","30","","","","","","","","","Manojos","","","","10","674","group_actividades_espacio","325","45507457","704871bc-86f9-4e72-853c-9f0d25460d24","2020-01-26T06:46:45",""
"Chile","autoconsumo","5","","","","","","","Kilos","","","","","","100","675","group_actividades_espacio","326","45507459","118f08e0-795b-4fc4-871a-00a70e0e7aeb","2020-01-26T06:46:52",""
"Tomate","autoconsumo","5","","","","","","","Kilos","","","","","","100","676","group_actividades_espacio","326","45507459","118f08e0-795b-4fc4-871a-00a70e0e7aeb","2020-01-26T06:46:52",""
"Cebolla","autoconsumo","5","","","","","","","Kilos","","","","","","100","677","group_actividades_espacio","326","45507459","118f08e0-795b-4fc4-871a-00a70e0e7aeb","2020-01-26T06:46:52",""
"Frijol","autoconsumo","8","","","","","","","Kilos","","","","","","100","678","group_actividades_espacio","326","45507459","118f08e0-795b-4fc4-871a-00a70e0e7aeb","2020-01-26T06:46:52",""
"Maiz","autoconsumo","5","","","","","","","Otra","Cuartillos","","","","","100","679","group_actividades_espacio","326","45507459","118f08e0-795b-4fc4-871a-00a70e0e7aeb","2020-01-26T06:46:52",""
"Maiz","autoconsumo","35","","","","","Otra","Costal","","","","","","","100","680","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Camote","venta","3","","","","","Otra","Costal","","","","","","","1","681","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Yuca","venta","1","","","","","Otra","Costal","","","","","","","1","682","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Caña","autoconsumo","15","","","","","Otra","Tercios","","","","","","","100","683","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Platano esquinado","autoconsumo","20","","","","","Otra","Racimos","","","","","","","100","684","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Platano quinilla","autoconsumo","15","","","","","Otra","Racimo","","","","","","","100","685","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Naranja","ambos","4","","","","","Otra","Costal","","","","","","","30","686","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Papaya","autoconsumo","5","","","","","Pieza","","","","","","","","100","687","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Palmilla","venta","144","","","","","Otra","Gruesas","","","","","","","1","688","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Nopal","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","689","group_actividades_espacio","327","45507461","856fc5c7-e314-4f3f-bd5e-1f163c4ad85f","2020-01-26T06:47:03",""
"Maiz","autoconsumo","10","","","","","Otra","Costal","","","","","","","100","690","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Platano esquinado","autoconsumo","20","","","","","Otra","Racimos","","","","","","","100","691","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Camote","autoconsumo","2","","","","","Otra","Costal","","","","","","","100","692","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Calabaza","ambos","30","","","","","Pieza","","","","","","","","30","693","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Nopal","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","694","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Papaya","autoconsumo","5","","","","","Pieza","","","","","","","","100","695","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Limon","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","696","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Naranja","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","697","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Mandarina","autoconsumo","5","","","","","Otra","Caja","","","","","","","100","698","group_actividades_espacio","328","45507464","297bdb09-f12a-400c-948c-a14ff457a433","2020-01-26T06:47:13",""
"Maiz","autoconsumo","5","","","","","","","","","Otra","Costal","","","100","699","group_actividades_espacio","329","45507466","b60add65-5c22-4bde-999c-93af949609fc","2020-01-26T06:47:21",""
"Maiz","autoconsumo","10","","","","","Otra","Costal","","","","","","","100","700","group_actividades_espacio","330","45507469","e8fc5a16-9498-4d50-a74f-b6c425be2c16","2020-01-26T06:47:24",""
"Maiz","autoconsumo","20","","","","","Otra","Costal","","","","","","","100","701","group_actividades_espacio","331","45507471","510334ea-8389-42c0-9f72-91545941c3f3","2020-01-26T06:47:26",""
"Papatla","venta","5","","","","","Manojo","","","","","","","","1","702","group_actividades_espacio","331","45507471","510334ea-8389-42c0-9f72-91545941c3f3","2020-01-26T06:47:26",""
"Platano manzano","ambos","5","","","","","Otra","Racimos","","","","","","","5","703","group_actividades_espacio","331","45507471","510334ea-8389-42c0-9f72-91545941c3f3","2020-01-26T06:47:26",""
"Maiz","ambos","40","","","","","Otra","Costal","","","","","","","40","704","group_actividades_espacio","332","45507473","02dd5e6b-d974-4252-a8c0-a6922b7099e8","2020-01-26T06:47:29",""
"Platano manzano","ambos","12","","","","","Otra","Racimo","","","","","","","10","705","group_actividades_espacio","332","45507473","02dd5e6b-d974-4252-a8c0-a6922b7099e8","2020-01-26T06:47:29",""
"Platano macho","ambos","10","","","","","Otra","Racimo","","","","","","","10","706","group_actividades_espacio","332","45507473","02dd5e6b-d974-4252-a8c0-a6922b7099e8","2020-01-26T06:47:29",""
"Limon","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","707","group_actividades_espacio","332","45507473","02dd5e6b-d974-4252-a8c0-a6922b7099e8","2020-01-26T06:47:29",""
"Naranja","autoconsumo","2","","","","","Otra","Costal","","","","","","","100","708","group_actividades_espacio","332","45507473","02dd5e6b-d974-4252-a8c0-a6922b7099e8","2020-01-26T06:47:29",""
"Maiz","ambos","250","","","","","Otra","Costal","","","","","","","30","709","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Nopal","ambos","20","","","","","Otra","Costal","","","","","","","5","710","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Tuna","ambos","8","","","","","Otra","Caja","","","","","","","5","711","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Papaya","ambos","50","","","","","Pieza","","","","","","","","10","712","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Platano manzano","ambos","15","","","","","Manojo","","","","","","","","5","713","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Platano macho","ambos","15","","","","","Manojo","","","","","","","","10","714","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Jacube","ambos","30","","","","","Otra","Caja","","","","","","","15","715","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Naranja","ambos","15","","","","","Otra","Costal","","","","","","","10","716","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Caña","venta","30","","","","","Pieza","","","","","","","","1","717","group_actividades_espacio","333","45507475","43969d35-03e6-4c7f-82a8-6ac852460445","2020-01-26T06:47:31",""
"Maiz","ambos","40","","","","","Otra","Costal","","","","","","","40","718","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Frijol","ambos","15","","","","","Otra","Costal","","","","","","","30","719","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Piña tampiquero","ambos","400","","","","","Pieza","","","","","","","","5","720","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Camote de tierra","ambos","5","","","","","Otra","Costal","","","","","","","10","721","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Platano largo","ambos","20","","","","","Otra","Racimos","","","","","","","10","722","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Platano macho","ambos","22","","","","","Otra","Racimos","","","","","","","15","723","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Nopal","ambos","5","","","","","Otra","Costal","","","","","","","10","724","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Naranja","ambos","20","","","","","Otra","Costal","","","","","","","20","725","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Mandarina","ambos","5","","","","","Otra","Caja","","","","","","","10","726","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Palmilla","venta","100","","","","","Otra","Gruesas","","","","","","","1","727","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Lenteja","ambos","20","","","","","Otra","Costal","","","","","","","10","728","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Calabaza","ambos","60","","","","","Pieza","","","","","","","","20","729","group_actividades_espacio","334","46843251","5aa50f66-e05e-4e9b-a330-1c88d913e0e9","2020-02-16T04:45:37",""
"Maiz","ambos","50","","","","","Otra","Costal","","","","","","","40","730","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Frijol","ambos","4","","","","","Otra","Costal","","","","","","","30","731","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Mandarina","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","732","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Platano tabasco","ambos","8","","","","","Otra","Raciml","","","","","","","10","733","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Platano macho","ambos","5","","","","","Otra","Racimo","","","","","","","10","734","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Platano manzano","ambos","10","","","","","Otra","Racimo","","","","","","","10","735","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Naranja","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","736","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Papaya","autoconsumo","20","","","","","Pieza","","","","","","","","100","737","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Chayote","ambos","30","","","","","Otra","Caja","","","","","","","10","738","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Calabaza","ambos","100","","","","","Pieza","","","","","","","","10","739","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Jobo","autoconsumo","2","","","","","Otra","Cubeta","","","","","","","100","740","group_actividades_espacio","335","46843256","1f4ac967-f054-461d-af45-784e0457791a","2020-02-16T04:45:43",""
"Caxtilan","ambos","350","","","","","Otra","Costal","","","","","","","30","741","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Maiz","ambos","30","","","","","Otra","Costal","","","","","","","30","742","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Zapote","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","743","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Naranja","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","744","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Platano macho","autoconsumo","1","","","","","Otra","Racimo","","","","","","","100","745","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Platano manzani","autoconsumo","1","","","","","Otra","Racimo","","","","","","","100","746","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Calabaza","ambos","200","","","","","Pieza","","","","","","","","30","747","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Nopal","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","748","group_actividades_espacio","336","46843260","7f72e3d5-925d-41e4-b9fd-a98035410f94","2020-02-16T04:45:47",""
"Maiz","autoconsumo","5","","","","","","","Otra","Costal","","","","","100","749","group_actividades_espacio","337","46844654","f9d174d4-ba79-437c-8144-33845f586a97","2020-02-16T05:45:22",""
"Frijol","autoconsumo","1","","","","","","","Otra","Costal","","","","","100","750","group_actividades_espacio","337","46844654","f9d174d4-ba79-437c-8144-33845f586a97","2020-02-16T05:45:22",""
"Azucar","autoconsumo","10","","","","","","","Kilos","","","","","","100","751","group_actividades_espacio","337","46844654","f9d174d4-ba79-437c-8144-33845f586a97","2020-02-16T05:45:22",""
"Maiz","ambos","60","","","","","Otra","Costal","","","","","","","40","752","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Naranja","ambos","10","","","","","Otra","Costal","","","","","","","10","753","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Nopal","ambos","5","","","","","Otra","Costal","","","","","","","15","754","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Caxtilan","ambos","40","","","","","Otra","Costal","","","","","","","30","755","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Jacube","autoconsumo","5","","","","","Otra","Caja","","","","","","","100","756","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Platano macho","ambos","15","","","","","Otra","Racimo","","","","","","","20","757","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Platano manzano","autoconsumo","3","","","","","Otra","Racimo","","","","","","","100","758","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Pemuche","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","759","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
"Chile piquin","autoconsumo","1","","","","","Otra","Cuartillo","","","","","","","100","760","group_actividades_espacio","338","48319996","8b9f965c-e04e-4783-bde1-5182c21d16d3","2020-03-06T15:49:14",""
